t	moyenne BV
21926	13,8333333333
21927	1,0833333333
21928	15,25
21929	11
21930	0,3333333333
21931	13,25
21932	4,75
21933	3,4166666667
21934	49
21935	23,9166666667
21936	23,5833333333
21937	0,25
21938	27,4166666667
21939	33,5833333333
21940	101,6666666667
21941	20,25
21942	47,8333333333
21943	5,75
21944	2
21945	0
21946	0
21947	1
21948	0
21949	6,9166666667
21950	33,4166666667
21951	18
21952	0,0833333333
21953	0
21954	0
21955	0
21956	0
21957	9,3333333333
21958	18,75
21959	32
21960	9,4166666667
21961	36,25
21962	26,9166666667
21963	8,25
21964	49,75
21965	0
21966	13,1666666667
21967	32,25
21968	36,0833333333
21969	23,3333333333
21970	33,1666666667
21971	132,25
21972	33,9166666667
21973	1,75
21974	0
21975	12,8333333333
21976	42,5
21977	62,9166666667
21978	25,8333333333
21979	0,5833333333
21980	0
21981	0
21982	9,0833333333
21983	25,4166666667
21984	38,6666666667
21985	29,0833333333
21986	16,25
21987	12
21988	2,8333333333
21989	41,9166666667
21990	26,9166666667
21991	5,3333333333
21992	0
21993	0
21994	0
21995	0
21996	0
21997	0
21998	8,9166666667
21999	83,25
22000	24,1666666667
22001	43,8333333333
22002	9,8333333333
22003	50,75
22004	29
22005	14,1666666667
22006	0,3333333333
22007	0,3333333333
22008	0
22009	27,3333333333
22010	0,9166666667
22011	0,25
22012	0,0833333333
22013	8,1666666667
22014	0,1666666667
22015	3,4166666667
22016	10
22017	5,0833333333
22018	0,9166666667
22019	5,5
22020	3,6666666667
22021	31,4166666667
22022	14,3333333333
22023	0
22024	26
22025	4,6666666667
22026	1,0833333333
22027	0
22028	0
22029	0
22030	1,1666666667
22031	0,25
22032	17,0833333333
22033	3,1666666667
22034	8,5
22035	7,1666666667
22036	0
22037	0
22038	0
22039	0
22040	0
22041	0
22042	0
22043	0
22044	0
22045	15,4166666667
22046	13,1666666667
22047	4,75
22048	35,0833333333
22049	27
22050	14,1666666667
22051	7,6666666667
22052	46,6666666667
22053	0
22054	47,5
22055	34
22056	46,8333333333
22057	78,8333333333
22058	9,5
22059	12,4166666667
22060	62,4166666667
22061	0
22062	0
22063	0
22064	6,6666666667
22065	0
22066	0
22067	0
22068	0
22069	0,5
22070	0
22071	25,5
22072	33,9166666667
22073	35,5833333333
22074	0
22075	63,4166666667
22076	89,75
22077	54,5
22078	1,6666666667
22079	5,75
22080	59,0833333333
22081	15,3333333333
22082	0
22083	0
22084	0
22085	0
22086	0
22087	0
22088	0
22089	16,8333333333
22090	30,0833333333
22091	166,6666666667
22092	115,0833333333
22093	46,4166666667
22094	0,4166666667
22095	0,6666666667
22096	0,0833333333
22097	0
22098	0
22099	0
22100	0
22101	13,0833333333
22102	58,25
22103	38
22104	41,0833333333
22105	38,0833333333
22106	122,6666666667
22107	91,8333333333
22108	25,4166666667
22109	10,75
22110	0
22111	35,3333333333
22112	20,0833333333
22113	2,75
22114	32,25
22115	6,25
22116	6,3333333333
22117	30,3333333333
22118	2,3333333333
22119	24,75
22120	4,6666666667
22121	0,1666666667
22122	4,5
22123	4,75
22124	17,25
22125	10
22126	63,1666666667
22127	85,0833333333
22128	78,9166666667
22129	52,5833333333
22130	41,75
22131	0
22132	3,3333333333
22133	57
22134	10,25
22135	20,5
22136	71,9166666667
22137	21,5
22138	24,3333333333
22139	74,1666666667
22140	62,75
22141	37,75
22142	78,9166666667
22143	9
22144	2,8333333333
22145	115,1666666667
22146	38,6666666667
22147	0,5
22148	1,25
22149	0
22150	0,75
22151	0
22152	18,8333333333
22153	127
22154	34,5
22155	35,25
22156	14,75
22157	31,5833333333
22158	41,25
22159	10,3333333333
22160	0,6666666667
22161	0
22162	26,5833333333
22163	46,4166666667
22164	5,1666666667
22165	90,5
22166	23,0833333333
22167	0
22168	0
22169	0
22170	0
22171	1,5833333333
22172	8,25
22173	11,8333333333
22174	78,8333333333
22175	21,0833333333
22176	14,9166666667
22177	18,6666666667
22178	73,0833333333
22179	106,5833333333
22180	3,6666666667
22181	0
22182	0
22183	0
22184	0
22185	0
22186	1,5
22187	34,25
22188	6
22189	86,75
22190	2,6666666667
22191	41,9166666667
22192	167,0833333333
22193	86,6666666667
22194	49,75
22195	6,5833333333
22196	32,3333333333
22197	47,0833333333
22198	76,3333333333
22199	41,3333333333
22200	26,25
22201	5,9166666667
22202	0
22203	0
22204	6,25
22205	4,0833333333
22206	0,1666666667
22207	0
22208	22,9166666667
22209	36,8333333333
22210	91,75
22211	88,4166666667
22212	50,0833333333
22213	17,4166666667
22214	92,5833333333
22215	34,1666666667
22216	11,5
22217	61,0833333333
22218	219,0833333333
22219	29,25
22220	70,25
22221	49,3333333333
22222	4,6666666667
22223	103,5
22224	75,8333333333
22225	34,25
22226	9,9166666667
22227	1,1666666667
22228	3,9166666667
22229	0,5833333333
22230	50,5833333333
22231	8,8333333333
22232	2,9166666667
22233	9,5
22234	11,5833333333
22235	118
22236	0,75
22237	46,5833333333
22238	30,5833333333
22239	26,1666666667
22240	1
22241	52,4166666667
22242	1,5833333333
22243	18
22244	8,6666666667
22245	49,1666666667
22246	42,5
22247	55,75
22248	10,0833333333
22249	2,9166666667
22250	0
22251	19,5
22252	3,8333333333
22253	20,9166666667
22254	168,25
22255	69,6666666667
22256	24,9166666667
22257	3,9166666667
22258	0
22259	3,1666666667
22260	0,4166666667
22261	0
22262	0,6666666667
22263	0,25
22264	0,9166666667
22265	0
22266	0
22267	0
22268	6,4166666667
22269	50,0833333333
22270	38,3333333333
22271	37,3333333333
22272	6,4166666667
22273	0
22274	0,1666666667
22275	7,5
22276	54,3333333333
22277	1,8333333333
22278	50,5
22279	6,25
22280	68,3333333333
22281	2,4166666667
22282	38,5
22283	165,75
22284	46
22285	30,75
22286	45,6666666667
22287	36,0833333333
22288	30,75
22289	32,3333333333
22290	46,6666666667
22291	23,8333333333
22292	0
22293	0
22294	1,1666666667
22295	0,5833333333
22296	0
22297	0
22298	0
22299	0
22300	12,1666666667
22301	13,5
22302	0,0833333333
22303	7,5833333333
22304	4,6666666667
22305	34,5
22306	19,3333333333
22307	2,9166666667
22308	18
22309	80,0833333333
22310	15,9166666667
22311	133,5
22312	62,5833333333
22313	36,0833333333
22314	128,0833333333
22315	35,5
22316	50,75
22317	20,4166666667
22318	29,3333333333
22319	7,3333333333
22320	18,6666666667
22321	30,1666666667
22322	1,5
22323	23,75
22324	8,6666666667
22325	0
22326	0
22327	0
22328	0
22329	0
22330	0
22331	0
22332	0
22333	0
22334	10,1666666667
22335	50,5
22336	0,0833333333
22337	13,5
22338	1,75
22339	51,8333333333
22340	57,3333333333
22341	1,75
22342	0
22343	0
22344	0
22345	0
22346	0
22347	0
22348	0
22349	0
22350	2,4166666667
22351	0
22352	0
22353	0,6666666667
22354	0
22355	0
22356	0
22357	0
22358	15,3333333333
22359	2,9166666667
22360	9,1666666667
22361	9,8333333333
22362	0
22363	0
22364	0
22365	0
22366	0,1666666667
22367	2
22368	0
22369	26,75
22370	34,8333333333
22371	8,9166666667
22372	20,1666666667
22373	25,75
22374	16
22375	0,9166666667
22376	6,4166666667
22377	11,1666666667
22378	7,9166666667
22379	3
22380	85
22381	24,0833333333
22382	0,1666666667
22383	0,9166666667
22384	27,9166666667
22385	14,3333333333
22386	23,9166666667
22387	5,0833333333
22388	14,5833333333
22389	0
22390	11,0833333333
22391	12,5833333333
22392	19,5
22393	78,5
22394	16,0833333333
22395	2,1666666667
22396	16,0833333333
22397	34
22398	0
22399	8,3333333333
22400	9,9166666667
22401	13
22402	49,5
22403	16,6666666667
22404	24,1666666667
22405	52
22406	38,75
22407	3,4166666667
22408	7,5833333333
22409	0
22410	2,0833333333
22411	9,25
22412	0
22413	0
22414	0
22415	3,6666666667
22416	2,0833333333
22417	0
22418	0
22419	0
22420	1
22421	7,25
22422	7,1666666667
22423	2,6666666667
22424	13,25
22425	0
22426	56
22427	60,5833333333
22428	1
22429	4,6666666667
22430	0
22431	0
22432	87,5
22433	41,75
22434	30,5833333333
22435	1,8333333333
22436	3,75
22437	43,0833333333
22438	27,0833333333
22439	0,25
22440	108,25
22441	15,1666666667
22442	3,5833333333
22443	25,75
22444	49,25
22445	11,75
22446	0
22447	0
22448	0
22449	0
22450	1,5
22451	0
22452	0
22453	0
22454	0
22455	0
22456	0
22457	10,5833333333
22458	88,3333333333
22459	15,0833333333
22460	0
22461	0
22462	0
22463	0
22464	10,1666666667
22465	0
22466	0,3333333333
22467	0
22468	0
22469	0
22470	5,6666666667
22471	0
22472	0
22473	2,3333333333
22474	90,8333333333
22475	114,75
22476	47,0833333333
22477	48,25
22478	88
22479	17,9166666667
22480	21
22481	8,3333333333
22482	0
22483	5,1666666667
22484	4
22485	0,6666666667
22486	0
22487	0
22488	2,6666666667
22489	82,6666666667
22490	117,25
22491	0,4166666667
22492	0
22493	0
22494	9,25
22495	10
22496	0
22497	0
22498	0,8333333333
22499	9,5
22500	19,1666666667
22501	3,8333333333
22502	12,9166666667
22503	17,0833333333
22504	0
22505	2
22506	0,5833333333
22507	0,25
22508	25
22509	30,4166666667
22510	0,8333333333
22511	1,3333333333
22512	17,5833333333
22513	1,0833333333
22514	4,4166666667
22515	5,5
22516	0,6666666667
22517	1
22518	0
22519	0
22520	0
22521	0
22522	0
22523	0
22524	0
22525	0
22526	0
22527	15
22528	124,3333333333
22529	14,9166666667
22530	27,3333333333
22531	1,5
22532	0
22533	0
22534	0
22535	0,4166666667
22536	0
22537	60,9166666667
22538	105,3333333333
22539	0
22540	0
22541	0
22542	0
22543	0
22544	1,1666666667
22545	0
22546	0
22547	0
22548	0
22549	0
22550	27,8333333333
22551	29,3333333333
22552	70,25
22553	68,3333333333
22554	28,5
22555	15,75
22556	0,6666666667
22557	1,3333333333
22558	44,25
22559	0,6666666667
22560	44,5833333333
22561	7,8333333333
22562	6,8333333333
22563	0
22564	0
22565	0
22566	0
22567	0
22568	0
22569	0
22570	2,8333333333
22571	173,75
22572	80,9166666667
22573	41,4166666667
22574	2,6666666667
22575	0
22576	26,25
22577	26,75
22578	106,3333333333
22579	83,5
22580	78,75
22581	10,1666666667
22582	7,1666666667
22583	17
22584	0,4166666667
22585	0,0833333333
22586	0
22587	12,25
22588	31,6666666667
22589	5,8333333333
22590	1,0833333333
22591	2,0833333333
22592	13,6666666667
22593	93
22594	93,9166666667
22595	74,5
22596	40,5833333333
22597	10,75
22598	67,0833333333
22599	2
22600	0
22601	0,0833333333
22602	0
22603	0,1666666667
22604	0
22605	0
22606	0
22607	11,5833333333
22608	14,0833333333
22609	1,6666666667
22610	5,4166666667
22611	141,4166666667
22612	18,25
22613	0,8333333333
22614	0
22615	36,1666666667
22616	104,75
22617	22
22618	109,4166666667
22619	40
22620	12,5833333333
22621	10,8333333333
22622	0,4166666667
22623	24,5
22624	107,5833333333
22625	80,5833333333
22626	82,9166666667
22627	12,5833333333
22628	35,5
22629	0
22630	0
22631	0
22632	0
22633	0
22634	0
22635	0
22636	0
22637	0
22638	0
22639	0,4166666667
22640	5
22641	17,9166666667
22642	0
22643	3,4166666667
22644	16,1666666667
22645	67,4166666667
22646	46,5833333333
22647	25,8333333333
22648	0
22649	4,25
22650	0,8333333333
22651	0
22652	16,75
22653	4,5
22654	3,75
22655	68,25
22656	64,5833333333
22657	45,3333333333
22658	208,75
22659	49,9166666667
22660	4,6666666667
22661	0,1666666667
22662	11,75
22663	14,25
22664	8,1666666667
22665	18,8333333333
22666	11,3333333333
22667	36,4166666667
22668	10,9166666667
22669	23,4166666667
22670	43,5833333333
22671	39
22672	21,6666666667
22673	10,75
22674	0
22675	0
22676	0
22677	36,4166666667
22678	20
22679	4
22680	29,75
22681	34,5833333333
22682	10
22683	6,0833333333
22684	25,4166666667
22685	6,8333333333
22686	0
22687	1
22688	0,0833333333
22689	154,9166666667
22690	76,0833333333
22691	15,25
22692	20,75
22693	28,25
22694	1,9166666667
22695	0,5
22696	0
22697	0
22698	0
22699	0
22700	0,25
22701	0
22702	0
22703	0,1666666667
22704	8,25
22705	38,9166666667
22706	0,0833333333
22707	1,4166666667
22708	42,5833333333
22709	64,1666666667
22710	5,5
22711	0
22712	1,5
22713	49,75
22714	49,8333333333
22715	35,6666666667
22716	19
22717	0,5833333333
22718	3
22719	4,6666666667
22720	0,3333333333
22721	0
22722	0
22723	0
22724	0
22725	0
22726	0
22727	0
22728	1,1666666667
22729	0
22730	4,25
22731	61
22732	3,1666666667
22733	77,4166666667
22734	135,25
22735	170,0833333333
22736	40,5
22737	1,3333333333
22738	0
22739	45
22740	108
22741	79,5833333333
22742	15,25
22743	2,75
22744	61
22745	34,9166666667
22746	24
22747	0,9166666667
22748	5,1666666667
22749	0
22750	21,5833333333
22751	65,1666666667
22752	6,8333333333
22753	62
22754	10,25
22755	3,4166666667
22756	15,9166666667
22757	0,5
22758	0,0833333333
22759	26,3333333333
22760	0,4166666667
22761	11,4166666667
22762	13,3333333333
22763	0
22764	0
22765	0
22766	0
22767	0
22768	0
22769	9,5
22770	23,0833333333
22771	58,25
22772	3,5833333333
22773	17
22774	70,3333333333
22775	34,1666666667
22776	38,3333333333
22777	39,6666666667
22778	2,9166666667
22779	2,3333333333
22780	10,8333333333
22781	31,5
22782	23,25
22783	91,1666666667
22784	30,3333333333
22785	11,6666666667
22786	8,0833333333
22787	15,3333333333
22788	2,1666666667
22789	0,1666666667
22790	17
22791	4,4166666667
22792	23,8333333333
22793	16,9166666667
22794	42,8333333333
22795	0,5
22796	0
22797	12,5
22798	0,5833333333
22799	0
22800	0
22801	0
22802	0
22803	0
22804	0
22805	0
22806	24,4166666667
22807	7
22808	2,25
22809	0
22810	0
22811	18,8333333333
22812	5,5833333333
22813	0
22814	15,4166666667
22815	7,0833333333
22816	5,3333333333
22817	0,1666666667
22818	0
22819	0
22820	0
22821	0
22822	0
22823	0
22824	0
22825	1,5
22826	18,25
22827	0
22828	0
22829	0,25
22830	6,5833333333
22831	21,5833333333
22832	0,6666666667
22833	3,5
22834	0
22835	5,6666666667
22836	42,3333333333
22837	41,9166666667
22838	25,4166666667
22839	13,8333333333
22840	16
22841	85,1666666667
22842	90,8333333333
22843	18,25
22844	2,8333333333
22845	7,5833333333
22846	0,9166666667
22847	54,25
22848	5
22849	0
22850	0
22851	0,1666666667
22852	36,25
22853	21,9166666667
22854	0
22855	0
22856	0
22857	0,4166666667
22858	0
22859	0
22860	27,5833333333
22861	1,0833333333
22862	42,3333333333
22863	42
22864	16
22865	23,5
22866	5,0833333333
22867	0,1666666667
22868	0,0833333333
22869	0
22870	0
22871	0
22872	41,1666666667
22873	20,4166666667
22874	0,5
22875	72,75
22876	0
22877	0
22878	10,25
22879	0,5833333333
22880	3,1666666667
22881	0
22882	45
22883	0
22884	0,0833333333
22885	0
22886	0
22887	0,1666666667
22888	0
22889	0
22890	0
22891	0
22892	5,8333333333
22893	78,4166666667
22894	146,75
22895	136,8333333333
22896	17,5
22897	0,1666666667
22898	0
22899	0,1666666667
22900	0,3333333333
22901	0
22902	0
22903	0
22904	13,25
22905	11,3333333333
22906	14,4166666667
22907	2
22908	4
22909	0
22910	0
22911	0
22912	0
22913	0
22914	10,25
22915	24,4166666667
22916	4,5
22917	6,5
22918	0,25
22919	1,1666666667
22920	4,0833333333
22921	84,6666666667
22922	10,0833333333
22923	0
22924	0,1666666667
22925	0
22926	0
22927	0
22928	0
22929	0
22930	0
22931	0,1666666667
22932	0
22933	0
22934	0
22935	0
22936	0
22937	0
22938	0,0833333333
22939	0
22940	0
22941	0
22942	0
22943	3,0833333333
22944	13,5
22945	130,8333333333
22946	4,3333333333
22947	29,6666666667
22948	0
22949	47,8333333333
22950	10,6666666667
22951	8,3333333333
22952	25,6666666667
22953	62,4166666667
22954	58,1666666667
22955	109,9166666667
22956	27
22957	41,8333333333
22958	0,4166666667
22959	5
22960	0,1666666667
22961	24,75
22962	7
22963	36,8333333333
22964	21,4166666667
22965	8,75
22966	9,25
22967	75,0833333333
22968	62,3333333333
22969	48,25
22970	34,8333333333
22971	43,5
22972	24,5833333333
22973	5,8333333333
22974	1
22975	0
22976	0
22977	1,25
22978	2
22979	0
22980	0
22981	0
22982	0
22983	0
22984	0
22985	0
22986	0
22987	0
22988	22,3333333333
22989	85,4166666667
22990	10,0833333333
22991	73,4166666667
22992	26,9166666667
22993	4
22994	42,0833333333
22995	129,6666666667
22996	29,75
22997	18,3333333333
22998	40,75
22999	18,8333333333
23000	85,5
23001	27,0833333333
23002	0
23003	0
23004	0
23005	1,8333333333
23006	0,5833333333
23007	0,25
23008	4,25
23009	40,4166666667
23010	19,8333333333
23011	24,5833333333
23012	4,75
23013	52,25
23014	39,5
23015	39,4166666667
23016	58
23017	2,25
23018	4,75
23019	1,0833333333
23020	5,5833333333
23021	1
23022	0
23023	0
23024	2,0833333333
23025	5,75
23026	1,1666666667
23027	2,6666666667
23028	1,25
23029	0
23030	7
23031	0,8333333333
23032	0
23033	0
23034	0
23035	0
23036	0
23037	1,8333333333
23038	0
23039	1
23040	2,1666666667
23041	2,4166666667
23042	1,4166666667
23043	3,0833333333
23044	0
23045	2,9166666667
23046	1,0833333333
23047	0
23048	1
23049	11,5
23050	0,25
23051	0,75
23052	6,1666666667
23053	15,1666666667
23054	7,75
23055	9,75
23056	10,8333333333
23057	42,3333333333
23058	15,5
23059	11,3333333333
23060	19,5833333333
23061	51,6666666667
23062	46,5
23063	5,25
23064	0,25
23065	0
23066	0
23067	0
23068	0
23069	0
23070	0
23071	0
23072	0
23073	0
23074	0
23075	0
23076	0
23077	0
23078	18,25
23079	54,0833333333
23080	43,3333333333
23081	40,5833333333
23082	25,0833333333
23083	9,1666666667
23084	0,0833333333
23085	11,75
23086	32,0833333333
23087	62
23088	37,5
23089	75,0833333333
23090	64,6666666667
23091	1,25
23092	1,75
23093	0,0833333333
23094	0
23095	53,25
23096	97,8333333333
23097	13,75
23098	44,3333333333
23099	35,75
23100	11
23101	10,0833333333
23102	0,5
23103	1,4166666667
23104	3,6666666667
23105	28,5833333333
23106	37,0833333333
23107	0,0833333333
23108	0
23109	4
23110	73
23111	48,4166666667
23112	10
23113	9
23114	0
23115	0
23116	24,25
23117	4,8333333333
23118	40,6666666667
23119	0,9166666667
23120	5,6666666667
23121	46,75
23122	15,5
23123	0
23124	18
23125	52
23126	1,1666666667
23127	0
23128	0
23129	0,25
23130	24,3333333333
23131	11,5
23132	62,6666666667
23133	15,25
23134	19,6666666667
23135	0
23136	0,8333333333
23137	0
23138	0
23139	29,8333333333
23140	21,4166666667
23141	46,75
23142	0,25
23143	0,25
23144	33,9166666667
23145	105,4166666667
23146	18,6666666667
23147	0,1666666667
23148	0
23149	0
23150	2,0833333333
23151	0,25
23152	50,9166666667
23153	140
23154	33,75
23155	0
23156	0
23157	0,25
23158	0,4166666667
23159	3,3333333333
23160	29,25
23161	0,25
23162	0
23163	0,25
23164	8,6666666667
23165	30,0833333333
23166	44,3333333333
23167	20,9166666667
23168	10,9166666667
23169	66,5833333333
23170	15,1666666667
23171	0,1666666667
23172	61,3333333333
23173	23,5
23174	1
23175	94,1666666667
23176	87,25
23177	4,25
23178	0,0833333333
23179	0,75
23180	37,0833333333
23181	53,3333333333
23182	18,8333333333
23183	10,1666666667
23184	32,5
23185	1,3333333333
23186	13,5833333333
23187	16,0833333333
23188	15,3333333333
23189	212,0833333333
23190	30,75
23191	9,75
23192	13,0833333333
23193	24,75
23194	0
23195	30,3333333333
23196	41,6666666667
23197	3,5833333333
23198	0,3333333333
23199	16,5
23200	0
23201	1,75
23202	3,4166666667
23203	0
23204	12,0833333333
23205	32,0833333333
23206	0
23207	0
23208	0
23209	0,8333333333
23210	0,6666666667
23211	0
23212	0
23213	0
23214	77,1666666667
23215	0,1666666667
23216	1,5
23217	41,75
23218	0
23219	0
23220	0
23221	0
23222	0
23223	0
23224	70,3333333333
23225	69,8333333333
23226	71,4166666667
23227	38,4166666667
23228	5
23229	98,4166666667
23230	30,9166666667
23231	88,9166666667
23232	0
23233	0,8333333333
23234	34,5
23235	4,4166666667
23236	2,1666666667
23237	44,1666666667
23238	3,1666666667
23239	77,4166666667
23240	76,5833333333
23241	128,25
23242	49,8333333333
23243	61,8333333333
23244	39,5833333333
23245	84,6666666667
23246	44,6666666667
23247	0,8333333333
23248	0,0833333333
23249	38,0833333333
23250	25,25
23251	6,5833333333
23252	0
23253	28,5833333333
23254	117,1666666667
23255	44,1666666667
23256	4
23257	10,25
23258	6,4166666667
23259	31,8333333333
23260	45,6666666667
23261	0
23262	1,25
23263	2,5833333333
23264	0
23265	33
23266	0,5
23267	0,0833333333
23268	0
23269	0
23270	0
23271	1,3333333333
23272	0
23273	15
23274	3,3333333333
23275	0
23276	0
23277	50,8333333333
23278	84,3333333333
23279	10,25
23280	18,0833333333
23281	4,4166666667
23282	0
23283	3,3333333333
23284	0,4166666667
23285	39,1666666667
23286	16,4166666667
23287	21,0833333333
23288	24,6666666667
23289	38,8333333333
23290	94,4166666667
23291	11,3333333333
23292	1,8333333333
23293	4,3333333333
23294	0
23295	0
23296	0
23297	0,9166666667
23298	0
23299	0
23300	11,8333333333
23301	14,8333333333
23302	0
23303	0
23304	1,0833333333
23305	1
23306	3,3333333333
23307	0,25
23308	0,3333333333
23309	0,25
23310	0
23311	0,1666666667
23312	0
23313	0
23314	23,3333333333
23315	64,5833333333
23316	5,25
23317	57,4166666667
23318	13,5
23319	4,4166666667
23320	83,8333333333
23321	34,6666666667
23322	68,8333333333
23323	37,3333333333
23324	5,25
23325	68,25
23326	100,75
23327	20,1666666667
23328	74,6666666667
23329	62,4166666667
23330	37,3333333333
23331	22
23332	80,25
23333	8,3333333333
23334	208,0833333333
23335	67,3333333333
23336	0,4166666667
23337	17,25
23338	0
23339	9,0833333333
23340	28,8333333333
23341	18
23342	1,1666666667
23343	0
23344	0,6666666667
23345	0,75
23346	0
23347	0,3333333333
23348	13,9166666667
23349	19
23350	1,1666666667
23351	0
23352	0
23353	0
23354	0,25
23355	2,0833333333
23356	1
23357	0
23358	0
23359	11,1666666667
23360	0
23361	0,6666666667
23362	3,3333333333
23363	2,25
23364	0,1666666667
23365	0
23366	0
23367	0
23368	0
23369	0
23370	9,5
23371	2,4166666667
23372	0,3333333333
23373	0,1666666667
23374	0,4166666667
23375	0,3333333333
23376	6,25
23377	0
23378	0
23379	0
23380	0
23381	0,3333333333
23382	0
23383	0
23384	0,4166666667
23385	0,25
23386	5,8333333333
23387	33,5833333333
23388	13,9166666667
23389	38,5
23390	3,4166666667
23391	0
23392	0
23393	0
23394	0
23395	0
23396	0
23397	0
23398	0
23399	0
23400	1,8333333333
23401	0,4166666667
23402	0
23403	2,0833333333
23404	76,1666666667
23405	4,4166666667
23406	15,4166666667
23407	36
23408	12,6666666667
23409	4,9166666667
23410	2,3333333333
23411	0
23412	0
23413	0,1666666667
23414	0
23415	0,25
23416	0,6666666667
23417	0
23418	10,75
23419	4,4166666667
23420	8
23421	4,25
23422	14,1666666667
23423	71,5
23424	22,75
23425	6,0833333333
23426	3,75
23427	0
23428	0
23429	3,9166666667
23430	50,4166666667
23431	45,25
23432	15,0833333333
23433	22,9166666667
23434	9
23435	34
23436	56,75
23437	0,1666666667
23438	0
23439	0
23440	10,6666666667
23441	0,9166666667
23442	2,1666666667
23443	0
23444	0,0833333333
23445	0,25
23446	0
23447	0
23448	14,5833333333
23449	14,9166666667
23450	63,75
23451	62,4166666667
23452	7,25
23453	7,8333333333
23454	79
23455	74,8333333333
23456	40
23457	46,3333333333
23458	18,3333333333
23459	22,5833333333
23460	104,4166666667
23461	43
23462	6,8333333333
23463	2,6666666667
23464	1,4166666667
23465	3,4166666667
23466	1,8333333333
23467	0,3333333333
23468	15,3333333333
23469	52,8333333333
23470	14,5833333333
23471	5,6666666667
23472	10,6666666667
23473	0,5
23474	0
23475	0
23476	0
23477	0
23478	0
23479	18,5
23480	23,3333333333
23481	1,0833333333
23482	0
23483	7,1666666667
23484	71,9166666667
23485	89,8333333333
23486	36,6666666667
23487	7,9166666667
23488	19,4166666667
23489	27,5
23490	48,5
23491	5,5
23492	0
23493	0
23494	2
23495	30,8333333333
23496	7,0833333333
23497	1,6666666667
23498	0,8333333333
23499	7,1666666667
23500	60,5
23501	63,9166666667
23502	1,75
23503	0,5833333333
23504	0,0833333333
23505	6,9166666667
23506	0
23507	0,75
23508	0
23509	1,6666666667
23510	6
23511	3,5833333333
23512	0
23513	0
23514	0
23515	16,25
23516	50,5833333333
23517	2,25
23518	0
23519	1
23520	21,9166666667
23521	78,0833333333
23522	3,9166666667
23523	13,5833333333
23524	8,4166666667
23525	10,75
23526	28,1666666667
23527	0
23528	7,9166666667
23529	25,4166666667
23530	45,0833333333
23531	5
23532	50,9166666667
23533	45
23534	6,5833333333
23535	21,5
23536	0,3333333333
23537	0
23538	0
23539	0
23540	0
23541	105,8333333333
23542	35,25
23543	2,75
23544	0,4166666667
23545	0,3333333333
23546	62,4166666667
23547	15,1666666667
23548	0,1666666667
23549	4,3333333333
23550	1,25
23551	0
23552	0
23553	0
23554	12,5833333333
23555	0
23556	0,9166666667
23557	2,9166666667
23558	0
23559	0
23560	0
23561	0,1666666667
23562	0
23563	0
23564	0
23565	0,3333333333
23566	38,25
23567	46,6666666667
23568	25,8333333333
23569	5,5833333333
23570	1,1666666667
23571	0
23572	0
23573	0
23574	4,0833333333
23575	0,8333333333
23576	99,6666666667
23577	0
23578	1,25
23579	24,3333333333
23580	0
23581	0
23582	0
23583	0
23584	0
23585	27,75
23586	2,0833333333
23587	0
23588	0
23589	0
23590	0,0833333333
23591	9,5
23592	0,1666666667
23593	0
23594	0
23595	3
23596	76,3333333333
23597	16,25
23598	31
23599	2,8333333333
23600	20,5833333333
23601	14,3333333333
23602	9,75
23603	0,4166666667
23604	1,75
23605	0
23606	34,75
23607	51,0833333333
23608	12,3333333333
23609	0,8333333333
23610	26,5833333333
23611	11,3333333333
23612	0
23613	0
23614	0
23615	0
23616	0
23617	5,1666666667
23618	14,8333333333
23619	0
23620	0
23621	0
23622	0
23623	17
23624	35,5833333333
23625	125
23626	92
23627	1,9166666667
23628	4,9166666667
23629	0,1666666667
23630	0
23631	3,1666666667
23632	0
23633	0
23634	16
23635	96,4166666667
23636	141,0833333333
23637	19,9166666667
23638	5,4166666667
23639	1,25
23640	12,1666666667
23641	2,5
23642	0
23643	0
23644	0
23645	10,5
23646	44,5
23647	8,6666666667
23648	0
23649	0
23650	0
23651	0,3333333333
23652	12,0833333333
23653	0,0833333333
23654	0
23655	0,5
23656	0,25
23657	141,3333333333
23658	25,8333333333
23659	101,5833333333
23660	30,6666666667
23661	31,75
23662	8,5833333333
23663	0,4166666667
23664	109,75
23665	96,9166666667
23666	36,0833333333
23667	19,6666666667
23668	0
23669	0
23670	0
23671	1,4166666667
23672	28,9166666667
23673	66,5
23674	1,25
23675	8,8333333333
23676	0
23677	0,0833333333
23678	0
23679	0
23680	0
23681	0
23682	0
23683	7,8333333333
23684	34,25
23685	2,25
23686	0
23687	0
23688	0
23689	0
23690	0
23691	0,5
23692	0,25
23693	22,4166666667
23694	82,0833333333
23695	105
23696	52,5
23697	90,9166666667
23698	48,4166666667
23699	18,4166666667
23700	3,8333333333
23701	0,75
23702	0
23703	0
23704	1,5833333333
23705	0
23706	1,5
23707	0,0833333333
23708	32,6666666667
23709	13,8333333333
23710	3,4166666667
23711	20,25
23712	25,75
23713	4,9166666667
23714	51,1666666667
23715	13,5
23716	76,8333333333
23717	12,4166666667
23718	0,5833333333
23719	1
23720	0,4166666667
23721	14,5833333333
23722	1,3333333333
23723	2,3333333333
23724	53,8333333333
23725	11,4166666667
23726	26
23727	2,1666666667
23728	0,4166666667
23729	0
23730	2,9166666667
23731	0,3333333333
23732	0,0833333333
23733	0
23734	0
23735	0,75
23736	25,6666666667
