t	moyenne BV
28950	5
28951	1,25
28952	0,0833333333
28953	0
28954	0,5
28955	64,25
28956	26,6666666667
28957	0
28958	0
28959	0
28960	0
28961	10,5833333333
28962	3,5
28963	0
28964	0,8333333333
28965	15,0833333333
28966	10,1666666667
28967	46,8333333333
28968	106,0833333333
28969	69
28970	51,5833333333
28971	31,0833333333
28972	4,1666666667
28973	55,5
28974	9,9166666667
28975	52,5
28976	66,5
28977	32,5833333333
28978	44,75
28979	21,0833333333
28980	8,3333333333
28981	4,4166666667
28982	0
28983	2,25
28984	2,1666666667
28985	7,5
28986	28,1666666667
28987	0,0833333333
28988	0
28989	0
28990	0
28991	15,5
28992	43
28993	29,9166666667
28994	11,9166666667
28995	37,4166666667
28996	32,4166666667
28997	23,75
28998	79,75
28999	53,5
29000	18,3333333333
29001	55,6666666667
29002	35,6666666667
29003	0,5
29004	8,3333333333
29005	4,0833333333
29006	40
29007	34,8333333333
29008	32,9166666667
29009	46,9166666667
29010	26,4166666667
29011	2,4166666667
29012	2,8333333333
29013	17,0833333333
29014	0,1666666667
29015	2
29016	89,25
29017	0,25
29018	69,5
29019	2,8333333333
29020	46,0833333333
29021	73,8333333333
29022	7,3333333333
29023	0
29024	0,8333333333
29025	0
29026	0
29027	15,3333333333
29028	5,3333333333
29029	14,6666666667
29030	10,5833333333
29031	0
29032	2,3333333333
29033	10,3333333333
29034	0
29035	0,3333333333
29036	0
29037	0
29038	0,5
29039	0
29040	0
29041	0
29042	0
29043	0
29044	0
29045	4,3333333333
29046	0
29047	45,0833333333
29048	140
29049	8,0833333333
29050	0,0833333333
29051	0
29052	0
29053	0
29054	0
29055	0
29056	0
29057	0,1666666667
29058	0
29059	0
29060	0
29061	0
29062	0
29063	0,9166666667
29064	0
29065	31,1666666667
29066	8,9166666667
29067	24,9166666667
29068	60,1666666667
29069	30,5
29070	16
29071	0
29072	0
29073	0
29074	23,4166666667
29075	12,75
29076	98,25
29077	30,75
29078	21,6666666667
29079	0,1666666667
29080	0
29081	23
29082	98,75
29083	19,0833333333
29084	66,5
29085	17,1666666667
29086	3,6666666667
29087	1,0833333333
29088	5,1666666667
29089	0,3333333333
29090	21,5
29091	48,3333333333
29092	118,5
29093	9,6666666667
29094	65,3333333333
29095	0
29096	0
29097	0
29098	0
29099	1,25
29100	60,5
29101	0,9166666667
29102	0
29103	0
29104	0,0833333333
29105	12,5
29106	17,6666666667
29107	51,0833333333
29108	0,9166666667
29109	0
29110	0
29111	2,3333333333
29112	0,5833333333
29113	0
29114	0
29115	0
29116	0
29117	8,0833333333
29118	52,9166666667
29119	16,8333333333
29120	1,9166666667
29121	5,3333333333
29122	2,5833333333
29123	0
29124	0
29125	1,25
29126	0
29127	0
29128	0
29129	0
29130	0,0833333333
29131	1,1666666667
29132	87,5833333333
29133	1,6666666667
29134	30,9166666667
29135	2,3333333333
29136	0,8333333333
29137	8,5833333333
29138	59,5
29139	56,0833333333
29140	26,25
29141	212,8333333333
29142	16,8333333333
29143	11,5833333333
29144	18,25
29145	1,6666666667
29146	0
29147	0
29148	0
29149	9,1666666667
29150	33,5
29151	33,6666666667
29152	4,5
29153	89,25
29154	71,5
29155	0,75
29156	0,4166666667
29157	5,4166666667
29158	2
29159	42,75
29160	1,75
29161	0,75
29162	2
29163	82
29164	115,9166666667
29165	117,25
29166	56
29167	119,6666666667
29168	23,5
29169	3,9166666667
29170	30,0833333333
29171	82,1666666667
29172	36,5833333333
29173	26,5833333333
29174	17,1666666667
29175	12,9166666667
29176	10,5833333333
29177	38
29178	0
29179	1
29180	0
29181	0
29182	3,0833333333
29183	1,5
29184	0
29185	9,8333333333
29186	0
29187	0
29188	0
29189	1,5
29190	0
29191	0
29192	0
29193	0
29194	0,0833333333
29195	0
29196	2,9166666667
29197	87,25
29198	137,75
29199	170,6666666667
29200	35,25
29201	17,3333333333
29202	99,6666666667
29203	157,5833333333
29204	88,1666666667
29205	44,1666666667
29206	96,9166666667
29207	88,5833333333
29208	21,5
29209	4,5
29210	14,0833333333
29211	33,8333333333
29212	15
29213	9,6666666667
29214	0,0833333333
29215	0
29216	25,5
29217	71,3333333333
29218	88,75
29219	15,25
29220	1
29221	1,8333333333
29222	4,9166666667
29223	54,5833333333
29224	55,8333333333
29225	25
29226	30
29227	5
29228	0
29229	2,9166666667
29230	0
29231	0
29232	0
29233	0
29234	0
29235	0
29236	0
29237	0
29238	0,0833333333
29239	0,8333333333
29240	11,3333333333
29241	82,0833333333
29242	25,4166666667
29243	86
29244	27,4166666667
29245	0
29246	0
29247	0
29248	0
29249	2
29250	117,8333333333
29251	85,25
29252	11,8333333333
29253	96,6666666667
29254	232,75
29255	75,6666666667
29256	57,3333333333
29257	70,5833333333
29258	15,9166666667
29259	0
29260	5,3333333333
29261	11,5833333333
29262	0,9166666667
29263	0
29264	1,0833333333
29265	0,75
29266	0,0833333333
29267	38,1666666667
29268	0
29269	0
29270	0
29271	0
29272	2,25
29273	63,3333333333
29274	22,0833333333
29275	29
29276	2,8333333333
29277	0
29278	0
29279	0
29280	0
29281	0
29282	0
29283	0
29284	0
29285	22,4166666667
29286	110,5
29287	43,4166666667
29288	34,0833333333
29289	0,25
29290	51,8333333333
29291	6,3333333333
29292	57,5833333333
29293	102,1666666667
29294	25
29295	0,5
29296	0,3333333333
29297	0
29298	0
29299	11,25
29300	30,5
29301	22,25
29302	0
29303	0
29304	20,9166666667
29305	43,6666666667
29306	95,6666666667
29307	49,3333333333
29308	38,5
29309	7,9166666667
29310	25,3333333333
29311	78,5833333333
29312	20,75
29313	19,6666666667
29314	5,1666666667
29315	1,25
29316	0
29317	0
29318	0,1666666667
29319	7,1666666667
29320	3,5
29321	1,1666666667
29322	0
29323	0
29324	0
29325	0
29326	0
29327	4,5833333333
29328	3,4166666667
29329	0,8333333333
29330	15,75
29331	20,3333333333
29332	11,9166666667
29333	7,9166666667
29334	0,5833333333
29335	1,5
29336	0,4166666667
29337	31,6666666667
29338	3,1666666667
29339	0
29340	2,5
29341	3,6666666667
29342	46,3333333333
29343	55,0833333333
29344	12,6666666667
29345	0
29346	0,3333333333
29347	3,6666666667
29348	36,9166666667
29349	37,4166666667
29350	3,4166666667
29351	0
29352	0
29353	0,0833333333
29354	22,5
29355	3,0833333333
29356	0
29357	1,3333333333
29358	0
29359	1,5833333333
29360	0,25
29361	28,9166666667
29362	79,0833333333
29363	18,6666666667
29364	0,0833333333
29365	0,4166666667
29366	0
29367	39,4166666667
29368	16,6666666667
29369	24,8333333333
29370	133,5833333333
29371	9,3333333333
29372	114,1666666667
29373	33,9166666667
29374	0
29375	0
29376	0
29377	0
29378	19,1666666667
29379	6,6666666667
29380	9,75
29381	26,25
29382	19,0833333333
29383	5,8333333333
29384	4,4166666667
29385	4,75
29386	86,4166666667
29387	45
29388	8
29389	48,6666666667
29390	9
29391	17,75
29392	20,25
29393	16
29394	59
29395	37,75
29396	130,5833333333
29397	50,8333333333
29398	38,3333333333
29399	34,5
29400	185,75
29401	5,1666666667
29402	35,6666666667
29403	95,5
29404	30
29405	2,25
29406	4,5
29407	4,3333333333
29408	19,5833333333
29409	50,75
29410	50,9166666667
29411	62,5
29412	24,5
29413	6,5833333333
29414	30,1666666667
29415	126,25
29416	99,75
29417	77,4166666667
29418	1,3333333333
29419	0,3333333333
29420	24,5833333333
29421	57,6666666667
29422	179,5
29423	0,4166666667
29424	0
29425	0
29426	0
29427	21,8333333333
29428	60,8333333333
29429	0
29430	0,4166666667
29431	73,4166666667
29432	0
29433	2
29434	0,8333333333
29435	2,0833333333
29436	4,75
29437	0,4166666667
29438	0,5
29439	0
29440	9,5833333333
29441	10,5833333333
29442	0
29443	0
29444	57,0833333333
29445	53,75
29446	19
29447	16,75
29448	39,75
29449	3,25
29450	11,8333333333
29451	5,9166666667
29452	0,4166666667
29453	0
29454	0,5
29455	0
29456	0
29457	0
29458	0,9166666667
29459	39,25
29460	12,5833333333
29461	0
29462	59,1666666667
29463	29,5833333333
29464	7,0833333333
29465	0
29466	0
29467	0
29468	0
29469	46,9166666667
29470	0
29471	0,1666666667
29472	49,4166666667
29473	14,25
29474	31
29475	1,25
29476	26,75
29477	1,25
29478	0
29479	0
29480	2,4166666667
29481	0
29482	5,9166666667
29483	24,4166666667
29484	47,9166666667
29485	47,3333333333
29486	13,0833333333
29487	7,0833333333
29488	20,3333333333
29489	5,8333333333
29490	0,3333333333
29491	0
29492	0
29493	0
29494	0
29495	1,6666666667
29496	0,8333333333
29497	0
29498	0
29499	0
29500	15,3333333333
29501	91,3333333333
29502	38,75
29503	12,9166666667
29504	120,75
29505	89,9166666667
29506	17,5833333333
29507	0,5
29508	4
29509	20,0833333333
29510	129,9166666667
29511	8,6666666667
29512	14,8333333333
29513	9,25
29514	1,25
29515	0
29516	57,6666666667
29517	60,8333333333
29518	48,5
29519	5,1666666667
29520	8,0833333333
29521	0,3333333333
29522	2,6666666667
29523	1,5833333333
29524	0
29525	0
29526	0
29527	0
29528	0
29529	0
29530	12,1666666667
29531	2,8333333333
29532	8,8333333333
29533	4,5833333333
29534	1,5833333333
29535	0
29536	0,4166666667
29537	0
29538	0,4166666667
29539	99,0833333333
29540	136,0833333333
29541	33,0833333333
29542	75,3333333333
29543	14,6666666667
29544	1,75
29545	0
29546	0
29547	0
29548	0
29549	0,75
29550	102,75
29551	27,5
29552	12
29553	53,75
29554	17,75
29555	1,6666666667
29556	0,9166666667
29557	35,3333333333
29558	15,1666666667
29559	21,5833333333
29560	78,9166666667
29561	13
29562	3,0833333333
29563	0
29564	0
29565	0
29566	3,1666666667
29567	1
29568	39,25
29569	87,5
29570	25,25
29571	1,4166666667
29572	146,0833333333
29573	44,1666666667
29574	21
29575	78,25
29576	20,25
29577	12,8333333333
29578	6,25
29579	1,25
29580	19,5
29581	109,9166666667
29582	9
29583	0
29584	0,1666666667
29585	0,25
29586	7
29587	6,25
29588	21
29589	146,1666666667
29590	14,3333333333
29591	20,1666666667
29592	37,8333333333
29593	3,3333333333
29594	5,25
29595	39,9166666667
29596	25
29597	1,9166666667
29598	43,75
29599	8,0833333333
29600	150,6666666667
29601	8,1666666667
29602	44,6666666667
29603	78,75
29604	34,5
29605	93,5
29606	9,0833333333
29607	41,5
29608	3,4166666667
29609	0
29610	1,6666666667
29611	3,25
29612	6,25
29613	5,5
29614	0,9166666667
29615	0
29616	0
29617	0
29618	0
29619	2,5833333333
29620	182,3333333333
29621	36,1666666667
29622	16,3333333333
29623	9
29624	3,3333333333
29625	0,1666666667
29626	25,25
29627	3,25
29628	0
29629	0
29630	0
29631	0
29632	0
29633	0
29634	0
29635	3,6666666667
29636	2,1666666667
29637	5,9166666667
29638	14,1666666667
29639	6,8333333333
29640	13,5833333333
29641	0,25
29642	0
29643	0
29644	82,1666666667
29645	81,75
29646	14,5833333333
29647	49,9166666667
29648	34,1666666667
29649	5,1666666667
29650	12,5
29651	45,5833333333
29652	37,8333333333
29653	38,3333333333
29654	46,1666666667
29655	22,25
29656	30,9166666667
29657	106,4166666667
29658	44
29659	6,3333333333
29660	35
29661	28,6666666667
29662	22,25
29663	1,1666666667
29664	0
29665	0,1666666667
29666	0,5833333333
29667	36,5
29668	85,1666666667
29669	47,5
29670	18,5833333333
29671	29,5833333333
29672	3,8333333333
29673	24,1666666667
29674	28,0833333333
29675	9,9166666667
29676	14,9166666667
29677	0
29678	0,0833333333
29679	0,6666666667
29680	0
29681	0
29682	4,25
29683	9,9166666667
29684	0,1666666667
29685	0
29686	23,75
29687	18,5833333333
29688	33,5833333333
29689	20,6666666667
29690	18,75
29691	24,8333333333
29692	0
29693	0
29694	0
29695	11,5833333333
29696	4,8333333333
29697	0
29698	0,6666666667
29699	0,6666666667
29700	1,8333333333
29701	36,3333333333
29702	20,4166666667
29703	54,25
29704	7,0833333333
29705	8
29706	7,75
29707	39,4166666667
29708	20,5833333333
29709	37,75
29710	70,5833333333
29711	17
29712	4,0833333333
29713	56,4166666667
29714	40,0833333333
29715	50,75
29716	63,4166666667
29717	72,25
29718	20,4166666667
29719	1,6666666667
29720	2,0833333333
29721	42,8333333333
29722	21,25
29723	19,4166666667
29724	0,4166666667
29725	0,6666666667
29726	4,9166666667
29727	94,5833333333
29728	9,0833333333
29729	92,6666666667
29730	57,5833333333
29731	49,25
29732	31,75
29733	28,9166666667
29734	71,25
29735	6,1666666667
29736	13,3333333333
29737	14,3333333333
29738	0
29739	38,5833333333
29740	137,25
29741	8,0833333333
29742	5,9166666667
29743	2,5
29744	23,25
29745	64,5833333333
29746	68,75
29747	0,1666666667
29748	1,1666666667
29749	0,0833333333
29750	0
29751	0
29752	4,5
29753	0
29754	3
29755	0
29756	4,9166666667
29757	6
29758	0,1666666667
29759	3,75
29760	0
29761	13,25
29762	115,4166666667
29763	20,75
29764	103
29765	204,4166666667
29766	38,5833333333
29767	0
29768	0,1666666667
29769	88,1666666667
29770	30,3333333333
29771	8,75
29772	0,3333333333
29773	0,4166666667
29774	0
29775	5,3333333333
29776	59,1666666667
29777	12
29778	7,0833333333
29779	13,4166666667
29780	10,8333333333
29781	0,3333333333
29782	0,5833333333
29783	15,1666666667
29784	34,8333333333
29785	23
29786	5,3333333333
29787	10
29788	11
29789	71,5
29790	26,3333333333
29791	51,75
29792	20,4166666667
29793	7,8333333333
29794	1,6666666667
29795	0
29796	0
29797	0,3333333333
29798	51,6666666667
29799	39
29800	29,75
29801	0,25
29802	0
29803	0
29804	96,25
29805	14,1666666667
29806	111,3333333333
29807	24,5
29808	23,3333333333
29809	1,1666666667
29810	0
29811	0
29812	0
29813	0
29814	0,1666666667
29815	0
29816	0
29817	7,5833333333
29818	70,0833333333
29819	3,25
29820	16,5833333333
29821	0,5
29822	0
29823	0
29824	0
29825	0
29826	0
29827	0
29828	0
29829	34,3333333333
29830	15,75
29831	1,3333333333
29832	0
29833	0
29834	0
29835	0
29836	2,8333333333
29837	4,8333333333
29838	0,1666666667
29839	9,75
29840	5,9166666667
29841	25,5833333333
29842	17,1666666667
29843	45,9166666667
29844	31,25
29845	3,75
29846	0,75
29847	61,9166666667
29848	21,9166666667
29849	69,6666666667
29850	134
29851	106,3333333333
29852	1
29853	7,5
29854	39,5
29855	37,5
29856	15,25
29857	3,5833333333
29858	0,1666666667
29859	0
29860	7,0833333333
29861	44,5833333333
29862	37,5
29863	45,3333333333
29864	116,5833333333
29865	48,8333333333
29866	0,0833333333
29867	0
29868	36,0833333333
29869	213,75
29870	56,6666666667
29871	56,75
29872	3,25
29873	173,3333333333
29874	116,9166666667
29875	8,5
29876	15,4166666667
29877	10,5
29878	49,3333333333
29879	62,75
29880	17,9166666667
29881	30,4166666667
29882	16,25
29883	19
29884	236,0833333333
29885	20,5833333333
29886	25
29887	16
29888	106,1666666667
29889	55
29890	10,3333333333
29891	1
29892	0,0833333333
29893	0,1666666667
29894	0,5
29895	0
29896	0
29897	0
29898	0
29899	0
29900	0
29901	11,9166666667
29902	3
29903	1,25
29904	4,0833333333
29905	0
29906	2,25
29907	38,3333333333
29908	14,75
29909	9,5833333333
29910	0
29911	0,5
29912	0,8333333333
29913	42,6666666667
29914	1,8333333333
29915	5
29916	5,4166666667
29917	139,75
29918	45,9166666667
29919	25,75
29920	127,5
29921	2,3333333333
29922	1,3333333333
29923	1,9166666667
29924	37,9166666667
29925	10,75
29926	42,0833333333
29927	123
29928	106,5
29929	25,9166666667
29930	35,25
29931	94,3333333333
29932	0,6666666667
29933	50,6666666667
29934	64,25
29935	252,9166666667
29936	42,1666666667
29937	42,0833333333
29938	41,9166666667
29939	0
29940	23,3333333333
29941	22,9166666667
29942	12,25
29943	45,25
29944	48,75
29945	1,6666666667
29946	0
29947	5,25
29948	86,0833333333
29949	18,6666666667
29950	163
29951	21,4166666667
29952	9,5
29953	13,3333333333
29954	17,5
29955	56,25
29956	156,4166666667
29957	16,4166666667
29958	8,9166666667
29959	126,25
29960	116,25
29961	102,4166666667
29962	40
29963	0
29964	0
29965	0,1666666667
29966	2,5
29967	0
29968	0
29969	0
29970	0
29971	20,8333333333
29972	11,6666666667
29973	30,75
29974	29,6666666667
29975	0,8333333333
29976	12,3333333333
29977	60,0833333333
29978	12,9166666667
29979	1,4166666667
29980	37,5
29981	7,25
29982	9,0833333333
29983	0
29984	0
29985	0,9166666667
29986	0,5
29987	3,5
29988	12
29989	17,3333333333
29990	5,6666666667
29991	0
29992	0
29993	0,3333333333
29994	0
29995	66,8333333333
29996	9,5
29997	10,0833333333
29998	1,6666666667
29999	29,6666666667
30000	9,3333333333
30001	13,25
30002	7,75
30003	0
30004	0,25
30005	2,0833333333
30006	0
30007	1,1666666667
30008	4,5833333333
30009	0,9166666667
30010	4,5833333333
30011	62,25
30012	6,9166666667
30013	74,5833333333
30014	11,6666666667
30015	0
30016	0
30017	0
30018	3,5833333333
30019	31,3333333333
30020	105,5
30021	8,9166666667
30022	36,5
30023	14,9166666667
30024	0
30025	51,1666666667
30026	59,75
30027	15,6666666667
30028	7,5833333333
30029	48,8333333333
30030	19,0833333333
30031	1,4166666667
30032	3,1666666667
30033	1,25
30034	0
30035	0
30036	0
30037	0,1666666667
30038	0,8333333333
30039	84
30040	43,8333333333
30041	25,0833333333
30042	33,5
30043	1,8333333333
30044	0
30045	0
30046	19,0833333333
30047	32,4166666667
30048	22,9166666667
30049	43,75
30050	0
30051	1,6666666667
30052	0
30053	0,8333333333
30054	0,1666666667
30055	0
30056	0
30057	0
30058	0
30059	0
30060	0
30061	0
30062	0
30063	0
30064	0
30065	1,5
30066	0
30067	0
30068	0
30069	0
30070	19,5833333333
30071	0,75
30072	11,4166666667
30073	0,0833333333
30074	16,4166666667
30075	75,8333333333
30076	27,4166666667
30077	24,9166666667
30078	38,3333333333
30079	69,8333333333
30080	34,5
30081	1,4166666667
30082	0
30083	0
30084	0
30085	0
30086	10,6666666667
30087	32,1666666667
30088	113,75
30089	32,5833333333
30090	10,4166666667
30091	26,4166666667
30092	13,75
30093	82,0833333333
30094	81,25
30095	7,0833333333
30096	0
30097	5,0833333333
30098	17
30099	1
30100	0
30101	4,25
30102	73,75
30103	40,5833333333
30104	91
30105	6,0833333333
30106	46
30107	2,5
30108	33,6666666667
30109	79,9166666667
30110	0,8333333333
30111	2,0833333333
30112	112,8333333333
30113	30,9166666667
30114	52,9166666667
30115	54,5
30116	18,1666666667
30117	10
30118	23,8333333333
30119	12
30120	19,1666666667
30121	0,5
30122	0,3333333333
30123	49,25
30124	83,6666666667
30125	22,0833333333
30126	0,5833333333
30127	27,25
30128	40,5
30129	36,25
30130	42,0833333333
30131	14,1666666667
30132	0,3333333333
30133	0,5
30134	26,75
30135	52,6666666667
30136	0
30137	0
30138	0
30139	0
30140	0
30141	0
30142	0,1666666667
30143	0
30144	26,6666666667
30145	50,8333333333
30146	9,1666666667
30147	20,1666666667
30148	0
30149	0,0833333333
30150	0
30151	0
30152	51,25
30153	83,9166666667
30154	13,4166666667
30155	9,5833333333
30156	30,5833333333
30157	6,75
30158	11
30159	1,6666666667
30160	0
30161	3,4166666667
30162	89,5
30163	11,1666666667
30164	0,1666666667
30165	56
30166	14,5833333333
30167	40,25
30168	38,8333333333
30169	34
30170	8,5
30171	1,5833333333
30172	0,8333333333
30173	0,4166666667
30174	0
30175	0,25
30176	10,5833333333
30177	16,3333333333
30178	9,5833333333
30179	25,4166666667
30180	12,1666666667
30181	33,75
30182	13,8333333333
30183	10,8333333333
30184	0,1666666667
30185	0,1666666667
30186	6,5
30187	3,1666666667
30188	29,3333333333
30189	24,5833333333
30190	2
30191	0
30192	0
30193	38,75
30194	24,3333333333
30195	7,25
30196	2,8333333333
30197	0
30198	0
30199	17,6666666667
30200	13,8333333333
30201	1,5
30202	0
30203	0
30204	0
30205	0
30206	0
30207	0,0833333333
30208	0
30209	0
30210	0
30211	1,1666666667
30212	0
30213	32,4166666667
30214	41,5833333333
30215	72,8333333333
30216	12,4166666667
30217	8,8333333333
30218	22,6666666667
30219	160,6666666667
30220	45,4166666667
30221	29,1666666667
30222	0
30223	106,9166666667
30224	14,6666666667
30225	0
30226	17,9166666667
30227	2,25
30228	101,9166666667
30229	91
30230	121
30231	56,25
30232	39,5833333333
30233	15,4166666667
30234	36,9166666667
30235	138,6666666667
30236	84,3333333333
30237	148,6666666667
30238	62,75
30239	14
30240	13,8333333333
30241	17,1666666667
30242	15,8333333333
30243	0
30244	0
30245	0
30246	137,5833333333
30247	13,4166666667
30248	11,5833333333
30249	35,75
30250	3
30251	2,0833333333
30252	0
30253	0,0833333333
30254	0
30255	0
30256	0
30257	0
30258	0,5
30259	0,25
30260	0,1666666667
30261	0
30262	97,5
30263	54,8333333333
30264	6,75
30265	25,75
30266	0,4166666667
30267	109,75
30268	24,25
30269	47,5833333333
30270	5,5
30271	51,6666666667
30272	82
30273	13,75
30274	5,25
30275	0,1666666667
30276	5,5833333333
30277	32,9166666667
30278	37,6666666667
30279	13,9166666667
30280	69,8333333333
30281	8,0833333333
30282	6,6666666667
30283	2,6666666667
30284	0
30285	0
30286	1
30287	0
30288	0
30289	0
30290	151,0833333333
30291	44,5
30292	50,75
30293	48
30294	57,9166666667
30295	73,0833333333
30296	43,8333333333
30297	48,5
30298	1,5
30299	63,5
30300	45,0833333333
30301	213,8333333333
30302	86,0833333333
30303	11,5833333333
30304	115,6666666667
30305	84,9166666667
30306	25,6666666667
30307	11
30308	0,0833333333
30309	7,8333333333
30310	10,5833333333
30311	3,75
30312	22,3333333333
30313	2,0833333333
30314	0
30315	0
30316	0
30317	17,3333333333
30318	25,4166666667
30319	15,3333333333
30320	64,0833333333
30321	18,5833333333
30322	29,0833333333
30323	14,6666666667
30324	12,8333333333
30325	4,25
30326	1
30327	0,4166666667
30328	0
30329	51,3333333333
30330	71,8333333333
30331	45
30332	7,5
30333	0
30334	1,8333333333
30335	4,5
30336	0,1666666667
30337	0,25
30338	0
30339	0
30340	0,5833333333
30341	2,3333333333
30342	0
30343	5,5
30344	16,1666666667
30345	53,5
30346	100,75
30347	108,6666666667
30348	67,75
30349	9,75
30350	10
30351	11,1666666667
30352	93,0833333333
30353	69,9166666667
30354	16
30355	4,4166666667
30356	2
30357	4,5833333333
30358	1,1666666667
30359	1,6666666667
30360	0
30361	0
30362	0
30363	0
30364	0
30365	0
30366	0
30367	0
30368	0
30369	0
30370	10,25
30371	67,1666666667
30372	161,3333333333
30373	42,6666666667
30374	51,5
30375	20,5
30376	11,8333333333
30377	0,5
30378	0
30379	0
30380	0
30381	0
30382	0
30383	0
30384	0
30385	0
30386	0,4166666667
30387	0
30388	8,3333333333
30389	73,9166666667
30390	16,9166666667
30391	4,1666666667
30392	15,5833333333
30393	17,25
30394	16,0833333333
30395	0,6666666667
30396	33,6666666667
30397	26
30398	58,9166666667
30399	75,1666666667
30400	35
30401	16,0833333333
30402	59,3333333333
30403	9,25
30404	5,4166666667
30405	16,0833333333
30406	50,9166666667
30407	29,6666666667
30408	18,5
30409	27,8333333333
30410	48,5833333333
30411	113,5833333333
30412	45,5
30413	101,1666666667
30414	188,9166666667
30415	106,0833333333
30416	6,9166666667
30417	60,25
30418	17
30419	2
30420	5,6666666667
30421	0
30422	7,3333333333
30423	13
30424	78,0833333333
30425	19,3333333333
30426	39,75
30427	38,6666666667
30428	50,25
30429	35,4166666667
30430	26,4166666667
30431	16,1666666667
30432	24,0833333333
30433	28,0833333333
30434	23,8333333333
30435	0,25
30436	67,25
30437	45,75
30438	64,4166666667
30439	58
30440	26,25
30441	10,25
30442	18,25
30443	30
30444	30,5
30445	44,5
30446	42
30447	74,9166666667
30448	42,25
30449	31,0833333333
30450	40,9166666667
30451	38,1666666667
30452	38,5833333333
30453	10
30454	29,0833333333
30455	58
30456	74,3333333333
30457	38,6666666667
30458	7,5833333333
30459	29,75
30460	44,9166666667
30461	58,5833333333
30462	10,5833333333
30463	25,1666666667
30464	14,25
30465	0,5833333333
30466	0
30467	8,4166666667
30468	50,25
30469	12,25
30470	0,0833333333
30471	0,3333333333
30472	9,1666666667
30473	8
30474	29,0833333333
30475	30,6666666667
30476	0,25
30477	0
30478	0
30479	22,3333333333
30480	0,5833333333
30481	0,1666666667
30482	0
30483	0
30484	0
30485	0
30486	0,5
30487	2,3333333333
30488	27,75
30489	5,8333333333
30490	35
30491	57,3333333333
30492	78,5833333333
30493	31
30494	30
30495	0
30496	4,9166666667
30497	106,25
30498	0
30499	0
30500	0
30501	10,5
30502	52,8333333333
30503	45,8333333333
30504	22,3333333333
30505	2,3333333333
30506	1,75
30507	0
30508	0
30509	0
30510	0
30511	0
30512	0
30513	0,75
30514	57,8333333333
30515	133,25
30516	23
30517	0
30518	0
30519	70,25
30520	8,4166666667
30521	4,75
30522	36,1666666667
30523	32,5833333333
30524	50,4166666667
30525	0
30526	0
30527	0
30528	47,9166666667
30529	37,5
30530	16,1666666667
30531	0,6666666667
30532	0
30533	0
30534	0,0833333333
30535	0,1666666667
30536	0
30537	5,1666666667
30538	108,3333333333
30539	9,0833333333
30540	0
30541	0
30542	0
30543	0
30544	2,1666666667
30545	3,75
30546	0
30547	26,9166666667
30548	74,25
30549	34,8333333333
30550	8,5
30551	17,5
30552	87,8333333333
30553	3,8333333333
30554	0
30555	3,0833333333
30556	15
30557	0
30558	0
30559	66,75
30560	83,1666666667
30561	5,5833333333
30562	14,25
30563	11,6666666667
30564	16,5833333333
30565	0,6666666667
30566	0
30567	65,75
30568	55,8333333333
30569	55,1666666667
30570	64,9166666667
30571	13,0833333333
30572	10,5833333333
30573	48,6666666667
30574	78,6666666667
30575	64,5
30576	31,0833333333
30577	14,4166666667
30578	28,5833333333
30579	8,4166666667
30580	31,3333333333
30581	0
30582	0
30583	0,5833333333
30584	0
30585	0
30586	0
30587	0
30588	0
30589	7
30590	8,5
30591	1,5833333333
30592	0
30593	0
30594	5
30595	0
30596	0,6666666667
30597	28,5833333333
30598	22,75
30599	10,5833333333
30600	19,25
30601	0
30602	35,1666666667
30603	36,0833333333
30604	77,3333333333
30605	44,4166666667
30606	23,3333333333
30607	5,9166666667
30608	9,8333333333
30609	0,9166666667
30610	0
30611	0
30612	0
30613	0
30614	0
30615	0
30616	0
30617	8,0833333333
30618	4,5833333333
30619	4,1666666667
30620	1,3333333333
30621	1
30622	1,4166666667
30623	0
30624	0
30625	0,0833333333
30626	0
30627	0
30628	0
30629	0
30630	0
30631	0
30632	0
30633	0
30634	0
30635	0,0833333333
30636	0,1666666667
30637	0,0833333333
30638	0
30639	0
30640	0,1666666667
30641	0
30642	0
30643	0
30644	35,0833333333
30645	115,5
30646	187,1666666667
30647	125,8333333333
30648	40,75
30649	3,1666666667
30650	0,0833333333
30651	0
30652	0
30653	0
30654	0
30655	0,1666666667
30656	1,5
30657	0,1666666667
30658	7,8333333333
30659	79,75
30660	11,8333333333
30661	0
30662	2,1666666667
30663	0,0833333333
30664	0
30665	3,3333333333
30666	30,6666666667
30667	7,8333333333
30668	55,5833333333
30669	11,5
30670	25,5
30671	4,0833333333
30672	44,8333333333
30673	60,1666666667
30674	2,0833333333
30675	55,3333333333
30676	52,9166666667
30677	0,25
30678	0
30679	0
30680	0,3333333333
30681	0
30682	6,25
30683	42,25
30684	90,6666666667
30685	12,9166666667
30686	28,6666666667
30687	6,9166666667
30688	33,8333333333
30689	11,8333333333
30690	1,6666666667
30691	0,9166666667
30692	25,75
30693	39
30694	129,25
30695	93,6666666667
30696	23,5
30697	99,5
30698	51,4166666667
30699	16,1666666667
30700	66,5
30701	1
30702	22,9166666667
30703	75,3333333333
30704	117,8333333333
30705	70
30706	12,8333333333
30707	32,5833333333
30708	16,5
30709	31,4166666667
30710	42,5833333333
30711	76,75
30712	56,6666666667
30713	51,9166666667
30714	9,1666666667
30715	61,9166666667
30716	8,8333333333
30717	36,75
30718	180,1666666667
30719	68,1666666667
